"Entrez.Gene.IDA"	"Symbol.A"	"Entrez.Gene.IDB"	"Symbol.B"
"117178"	"SSX2IP"	"122786"	"FRMD6"
"117178"	"SSX2IP"	"125115"	"KRT40"
"117178"	"SSX2IP"	"126375"	"ZNF792"
"117178"	"SSX2IP"	"147687"	"ZNF417"
"117178"	"SSX2IP"	"153527"	"ZMAT2"
"117178"	"SSX2IP"	"287015"	"TRIM42"
"117178"	"SSX2IP"	"386675"	"KRTAP10-7"
"117178"	"SSX2IP"	"440321"	"FLJ32679"
"117245"	"HRASLS5"	"155060"	"LOC155060"
"117286"	"CIB3"	"128209"	"KLF17"
"117286"	"CIB3"	"147872"	"CCDC155"
"117286"	"CIB3"	"222389"	"BEND7"
"118738"	"ZNF488"	"122183"	"PRR20A"
"118738"	"ZNF488"	"125115"	"KRT40"
"118812"	"MORN4"	"256646"	"NUTM1"
"118812"	"MORN4"	"283899"	"INO80E"
"118924"	"FRA10AC1"	"147872"	"CCDC155"
"119391"	"GSTO2"	"119391"	"GSTO2"
"120379"	"PIH1D2"	"120379"	"PIH1D2"
"120379"	"PIH1D2"	"285381"	"DPH3"
"120379"	"PIH1D2"	"386684"	"KRTAP12-4"
"122183"	"PRR20A"	"122183"	"PRR20A"
"122183"	"PRR20A"	"348303"	"SELV"
"122786"	"FRMD6"	"125965"	"COX6B2"
"122786"	"FRMD6"	"727751"	"LOC727751"
"123722"	"FSD2"	"137209"	"ZNF572"
"123722"	"FSD2"	"147687"	"ZNF417"
"123722"	"FSD2"	"153527"	"ZMAT2"
"123722"	"FSD2"	"153733"	"CCDC112"
"123722"	"FSD2"	"170082"	"TCEANC"
"123722"	"FSD2"	"170954"	"PPP1R18"
"123722"	"FSD2"	"253461"	"ZBTB38"
"123722"	"FSD2"	"284058"	"KANSL1"
"123920"	"CMTM3"	"148932"	"MOB3C"
"124460"	"SNX20"	"171483"	"FAM9B"
"124790"	"HEXIM2"	"124790"	"HEXIM2"
"124790"	"HEXIM2"	"339834"	"CCDC36"
"124935"	"SLC43A2"	"386682"	"KRTAP10-3"
"124995"	"MRPL10"	"171483"	"FAM9B"
"125058"	"TBC1D16"	"125115"	"KRT40"
"125058"	"TBC1D16"	"386676"	"KRTAP10-9"
"125058"	"TBC1D16"	"386680"	"KRTAP10-5"
"125058"	"TBC1D16"	"386681"	"KRTAP10-8"
"125058"	"TBC1D16"	"388677"	"NOTCH2NL"
"125115"	"KRT40"	"126375"	"ZNF792"
"125115"	"KRT40"	"127703"	"C1orf216"
"125115"	"KRT40"	"128439"	"SNHG11"
"125115"	"KRT40"	"137196"	"CCDC26"
"125115"	"KRT40"	"140807"	"KRT72"
"125115"	"KRT40"	"140885"	"SIRPA"
"125115"	"KRT40"	"143884"	"CWF19L2"
"125115"	"KRT40"	"147687"	"ZNF417"
"125115"	"KRT40"	"148266"	"ZNF569"
"125115"	"KRT40"	"148281"	"SYT6"
"125115"	"KRT40"	"148932"	"MOB3C"
"125115"	"KRT40"	"149069"	"DCDC2B"
"125115"	"KRT40"	"149950"	"LOC149950"
"125115"	"KRT40"	"151254"	"ALS2CR11"
"125115"	"KRT40"	"153527"	"ZMAT2"
"125115"	"KRT40"	"153733"	"CCDC112"
"125115"	"KRT40"	"154313"	"C6orf165"
"125115"	"KRT40"	"154865"	"IQUB"
"125115"	"KRT40"	"157773"	"C8orf48"
"125115"	"KRT40"	"163050"	"ZNF564"
"125115"	"KRT40"	"164127"	"CCDC185"
"125115"	"KRT40"	"166979"	"CDC20B"
"125115"	"KRT40"	"170954"	"PPP1R18"
"125115"	"KRT40"	"196472"	"FAM71C"
"125115"	"KRT40"	"196477"	"CCER1"
"125115"	"KRT40"	"199720"	"GGN"
"125115"	"KRT40"	"200081"	"TXLNA"
"125115"	"KRT40"	"202051"	"SPATA24"
"125115"	"KRT40"	"221044"	"UCMA"
"125115"	"KRT40"	"253461"	"ZBTB38"
"125115"	"KRT40"	"254173"	"TTLL10"
"125115"	"KRT40"	"254187"	"TSGA10IP"
"125115"	"KRT40"	"283551"	"C14orf182"
"125115"	"KRT40"	"283685"	"GOLGA6L2"
"125115"	"KRT40"	"284391"	"ZNF844"
"125115"	"KRT40"	"285093"	"RTP5"
"125115"	"KRT40"	"285205"	"LINC00636"
"125115"	"KRT40"	"285679"	"C5orf60"
"125115"	"KRT40"	"285753"	"CEP57L1"
"125115"	"KRT40"	"286887"	"KRT6C"
"125115"	"KRT40"	"287015"	"TRIM42"
"125115"	"KRT40"	"340075"	"ARSI"
"125115"	"KRT40"	"340359"	"KLHL38"
"125115"	"KRT40"	"348174"	"CLEC18A"
"125115"	"KRT40"	"353145"	"LCE3E"
"125115"	"KRT40"	"375307"	"CATIP"
"125115"	"KRT40"	"389741"	"GLIDR"
"125115"	"KRT40"	"399761"	"BMS1P5"
"125115"	"KRT40"	"399947"	"C11orf87"
"125115"	"KRT40"	"401508"	"FAM74A4"
"125115"	"KRT40"	"414157"	"C10orf62"
"125115"	"KRT40"	"441150"	"C6orf226"
"125115"	"KRT40"	"441208"	"ZNRF2P1"
"125115"	"KRT40"	"100131997"	"FAM27E3"
"125919"	"ZNF543"	"386675"	"KRTAP10-7"
"126070"	"ZNF440"	"386676"	"KRTAP10-9"
"126070"	"ZNF440"	"386677"	"KRTAP10-1"
"126070"	"ZNF440"	"388677"	"NOTCH2NL"
"126375"	"ZNF792"	"126375"	"ZNF792"
"126375"	"ZNF792"	"386675"	"KRTAP10-7"
"126375"	"ZNF792"	"386676"	"KRTAP10-9"
"126375"	"ZNF792"	"386680"	"KRTAP10-5"
"126375"	"ZNF792"	"386682"	"KRTAP10-3"
"126868"	"MAB21L3"	"171483"	"FAM9B"
"126868"	"MAB21L3"	"246329"	"STAC3"
"126868"	"MAB21L3"	"386676"	"KRTAP10-9"
"127540"	"HMGB4"	"386684"	"KRTAP12-4"
"127703"	"C1orf216"	"154796"	"AMOT"
"127703"	"C1orf216"	"256369"	"LINC00521"
"127703"	"C1orf216"	"339965"	"CCDC158"
"128178"	"EDARADD"	"128178"	"EDARADD"
"128178"	"EDARADD"	"257218"	"SHPRH"
"128178"	"EDARADD"	"391257"	"SUMO1P1"
"128439"	"SNHG11"	"386682"	"KRTAP10-3"
"128821"	"CST9L"	"386676"	"KRTAP10-9"
"128821"	"CST9L"	"386682"	"KRTAP10-3"
"128821"	"CST9L"	"388677"	"NOTCH2NL"
"128977"	"C22orf39"	"386682"	"KRTAP10-3"
"129303"	"TMEM150A"	"386681"	"KRTAP10-8"
"129303"	"TMEM150A"	"388677"	"NOTCH2NL"
"129831"	"RBM45"	"129831"	"RBM45"
"129880"	"BBS5"	"147700"	"KLC3"
"130162"	"CLHC1"	"645455"	"CEP170P1"
"130560"	"SPATA3"	"386675"	"KRTAP10-7"
"130560"	"SPATA3"	"386676"	"KRTAP10-9"
"130560"	"SPATA3"	"386680"	"KRTAP10-5"
"130560"	"SPATA3"	"386681"	"KRTAP10-8"
"130560"	"SPATA3"	"386682"	"KRTAP10-3"
"130827"	"TMEM182"	"163183"	"SYNE4"
"130951"	"M1AP"	"130951"	"M1AP"
"131377"	"KLHL40"	"136895"	"C7orf31"
"132158"	"GLYCTK"	"158297"	"FAM154A"
"132158"	"GLYCTK"	"287015"	"TRIM42"
"132228"	"LSMEM2"	"286006"	"LSMEM1"
"134701"	"RIPPLY2"	"147872"	"CCDC155"
"134701"	"RIPPLY2"	"163183"	"SYNE4"
"136051"	"ZNF786"	"386682"	"KRTAP10-3"
"137196"	"CCDC26"	"386675"	"KRTAP10-7"
"137196"	"CCDC26"	"386676"	"KRTAP10-9"
"137196"	"CCDC26"	"386681"	"KRTAP10-8"
"137196"	"CCDC26"	"386682"	"KRTAP10-3"
"137196"	"CCDC26"	"388677"	"NOTCH2NL"
"137209"	"ZNF572"	"147700"	"KLC3"
"137209"	"ZNF572"	"159989"	"CCDC67"
"137209"	"ZNF572"	"386675"	"KRTAP10-7"
"137209"	"ZNF572"	"386676"	"KRTAP10-9"
"137209"	"ZNF572"	"386677"	"KRTAP10-1"
"137209"	"ZNF572"	"386680"	"KRTAP10-5"
"137209"	"ZNF572"	"386681"	"KRTAP10-8"
"137209"	"ZNF572"	"386682"	"KRTAP10-3"
"137492"	"VPS37A"	"287015"	"TRIM42"
"137886"	"UBXN2B"	"388324"	"INCA1"
"138046"	"RALYL"	"138046"	"RALYL"
"138428"	"PTRH1"	"171483"	"FAM9B"
"139628"	"FOXR2"	"553115"	"PEF1"
"139793"	"PAGE3"	"171483"	"FAM9B"
"140258"	"KRTAP13-1"	"154313"	"C6orf165"
"140258"	"KRTAP13-1"	"374403"	"TBC1D10C"
"140258"	"KRTAP13-1"	"386682"	"KRTAP10-3"
"140459"	"ASB6"	"171483"	"FAM9B"
"140606"	"SELM"	"386682"	"KRTAP10-3"
"140606"	"SELM"	"388677"	"NOTCH2NL"
"140691"	"TRIM69"	"140691"	"TRIM69"
"140691"	"TRIM69"	"158399"	"ZNF483"
"140691"	"TRIM69"	"163183"	"SYNE4"
"140691"	"TRIM69"	"170954"	"PPP1R18"
"140691"	"TRIM69"	"284086"	"NEK8"
"140691"	"TRIM69"	"389434"	"IYD"
"140735"	"DYNLL2"	"283385"	"MORN3"
"140735"	"DYNLL2"	"283461"	"C12orf40"
"140735"	"DYNLL2"	"339834"	"CCDC36"
"140885"	"SIRPA"	"284001"	"CCDC57"
"140890"	"SREK1"	"140890"	"SREK1"
"143241"	"DYDC1"	"167838"	"TXLNB"
"143241"	"DYDC1"	"285753"	"CEP57L1"
"143684"	"FAM76B"	"386675"	"KRTAP10-7"
"143684"	"FAM76B"	"386676"	"KRTAP10-9"
"143684"	"FAM76B"	"386677"	"KRTAP10-1"
"143684"	"FAM76B"	"386678"	"KRTAP10-11"
"143684"	"FAM76B"	"386680"	"KRTAP10-5"
"143684"	"FAM76B"	"386681"	"KRTAP10-8"
"143684"	"FAM76B"	"386682"	"KRTAP10-3"
"143884"	"CWF19L2"	"171483"	"FAM9B"
"143884"	"CWF19L2"	"284001"	"CCDC57"
"145282"	"MIPOL1"	"145282"	"MIPOL1"
"145282"	"MIPOL1"	"285093"	"RTP5"
"145946"	"SPATA8"	"386675"	"KRTAP10-7"
"145946"	"SPATA8"	"386676"	"KRTAP10-9"
"145946"	"SPATA8"	"386677"	"KRTAP10-1"
"145946"	"SPATA8"	"386682"	"KRTAP10-3"
"145946"	"SPATA8"	"388677"	"NOTCH2NL"
"146279"	"TEKT5"	"340359"	"KLHL38"
"146439"	"CCDC64B"	"147700"	"KLC3"
"146540"	"ZNF785"	"386677"	"KRTAP10-1"
"146540"	"ZNF785"	"386680"	"KRTAP10-5"
"146664"	"MGAT5B"	"337972"	"KRTAP19-5"
"146664"	"MGAT5B"	"340359"	"KLHL38"
"146664"	"MGAT5B"	"353323"	"KRTAP12-2"
"146664"	"MGAT5B"	"388818"	"KRTAP26-1"
"146760"	"RTN4RL1"	"386675"	"KRTAP10-7"
"146760"	"RTN4RL1"	"386681"	"KRTAP10-8"
"146760"	"RTN4RL1"	"386682"	"KRTAP10-3"
"146760"	"RTN4RL1"	"388677"	"NOTCH2NL"
"146894"	"CD300LG"	"386676"	"KRTAP10-9"
"146894"	"CD300LG"	"386682"	"KRTAP10-3"
"147007"	"TMEM199"	"147872"	"CCDC155"
"147339"	"C18orf25"	"391257"	"SUMO1P1"
"147525"	"LINC00526"	"284001"	"CCDC57"
"147525"	"LINC00526"	"388677"	"NOTCH2NL"
"147660"	"ZNF578"	"386675"	"KRTAP10-7"
"147660"	"ZNF578"	"386676"	"KRTAP10-9"
"147660"	"ZNF578"	"386681"	"KRTAP10-8"
"147660"	"ZNF578"	"386682"	"KRTAP10-3"
"147686"	"ZNF418"	"386675"	"KRTAP10-7"
"147687"	"ZNF417"	"147700"	"KLC3"
"147687"	"ZNF417"	"284001"	"CCDC57"
"147687"	"ZNF417"	"386675"	"KRTAP10-7"
"147687"	"ZNF417"	"386676"	"KRTAP10-9"
"147687"	"ZNF417"	"386677"	"KRTAP10-1"
"147687"	"ZNF417"	"386680"	"KRTAP10-5"
"147687"	"ZNF417"	"386681"	"KRTAP10-8"
"147687"	"ZNF417"	"386682"	"KRTAP10-3"
"147687"	"ZNF417"	"388677"	"NOTCH2NL"
"147687"	"ZNF417"	"541468"	"LURAP1"
"147687"	"ZNF417"	"653121"	"ZBTB8A"
"147700"	"KLC3"	"147700"	"KLC3"
"147700"	"KLC3"	"220082"	"SPERT"
"147700"	"KLC3"	"285753"	"CEP57L1"
"147700"	"KLC3"	"339834"	"CCDC36"
"147700"	"KLC3"	"401541"	"CENPP"
"147744"	"TMEM190"	"388633"	"LDLRAD1"
"147872"	"CCDC155"	"170954"	"PPP1R18"
"147872"	"CCDC155"	"222662"	"LHFPL5"
"147872"	"CCDC155"	"344892"	"RTP2"
"147872"	"CCDC155"	"387923"	"SERP2"
"148254"	"ZNF555"	"386675"	"KRTAP10-7"
"148281"	"SYT6"	"653121"	"ZBTB8A"
"149371"	"EXOC8"	"285753"	"CEP57L1"
"149420"	"PDIK1L"	"339448"	"C1orf174"
"150483"	"TEKT4"	"388818"	"KRTAP26-1"
"150684"	"COMMD1"	"170622"	"COMMD6"
"151531"	"UPP2"	"151531"	"UPP2"
"152007"	"GLIPR2"	"386682"	"KRTAP10-3"
"152815"	"THAP6"	"386675"	"KRTAP10-7"
"153328"	"SLC25A48"	"386675"	"KRTAP10-7"
"153328"	"SLC25A48"	"386682"	"KRTAP10-3"
"153527"	"ZMAT2"	"158067"	"AK8"
"153527"	"ZMAT2"	"220082"	"SPERT"
"153527"	"ZMAT2"	"284001"	"CCDC57"
"153527"	"ZMAT2"	"653121"	"ZBTB8A"
"153684"	"LOC153684"	"386681"	"KRTAP10-8"
"153769"	"SH3RF2"	"220082"	"SPERT"
"154075"	"SAMD3"	"154313"	"C6orf165"
"154313"	"C6orf165"	"154313"	"C6orf165"
"154313"	"C6orf165"	"285753"	"CEP57L1"
"154796"	"AMOT"	"154796"	"AMOT"
"154796"	"AMOT"	"541468"	"LURAP1"
"154865"	"IQUB"	"154865"	"IQUB"
"154865"	"IQUB"	"287015"	"TRIM42"
"154865"	"IQUB"	"339834"	"CCDC36"
"154865"	"IQUB"	"386675"	"KRTAP10-7"
"154865"	"IQUB"	"386676"	"KRTAP10-9"
"154865"	"IQUB"	"386682"	"KRTAP10-3"
"154865"	"IQUB"	"386684"	"KRTAP12-4"
"155054"	"ZNF425"	"386675"	"KRTAP10-7"
"155060"	"LOC155060"	"155060"	"LOC155060"
"158067"	"AK8"	"221120"	"ALKBH3"
"158297"	"FAM154A"	"220108"	"FAM124A"
"158399"	"ZNF483"	"342945"	"ZSCAN22"
"158405"	"KIAA1958"	"158405"	"KIAA1958"
"159163"	"RBMY1F"	"159163"	"RBMY1F"
"159163"	"RBMY1F"	"201181"	"ZNF385C"
"159989"	"CCDC67"	"159989"	"CCDC67"
"159989"	"CCDC67"	"167838"	"TXLNB"
"159989"	"CCDC67"	"200081"	"TXLNA"
"160065"	"PATE1"	"388324"	"INCA1"
"162967"	"ZNF320"	"386675"	"KRTAP10-7"
"162967"	"ZNF320"	"386680"	"KRTAP10-5"
"162968"	"ZNF497"	"162968"	"ZNF497"
"162993"	"ZNF846"	"386675"	"KRTAP10-7"
"163050"	"ZNF564"	"220082"	"SPERT"
"163050"	"ZNF564"	"386675"	"KRTAP10-7"
"163050"	"ZNF564"	"386676"	"KRTAP10-9"
"163050"	"ZNF564"	"386682"	"KRTAP10-3"
"163059"	"ZNF433"	"386675"	"KRTAP10-7"
"163059"	"ZNF433"	"386677"	"KRTAP10-1"
"163059"	"ZNF433"	"386680"	"KRTAP10-5"
"163059"	"ZNF433"	"386682"	"KRTAP10-3"
"163071"	"ZNF114"	"163071"	"ZNF114"
"163081"	"ZNF567"	"171483"	"FAM9B"
"163183"	"SYNE4"	"202459"	"OSTCP1"
"163183"	"SYNE4"	"219738"	"C10orf35"
"163183"	"SYNE4"	"245934"	"DEFB121"
"163183"	"SYNE4"	"283870"	"BRICD5"
"164127"	"CCDC185"	"386675"	"KRTAP10-7"
"164592"	"CCDC116"	"171483"	"FAM9B"
"166793"	"ZBTB49"	"653121"	"ZBTB8A"
"166979"	"CDC20B"	"284001"	"CCDC57"
"167691"	"LCA5"	"200081"	"TXLNA"
"167838"	"TXLNB"	"167838"	"TXLNB"
"167838"	"TXLNB"	"200081"	"TXLNA"
"167838"	"TXLNB"	"220082"	"SPERT"
"167838"	"TXLNB"	"285753"	"CEP57L1"
"167838"	"TXLNB"	"285782"	"CAGE1"
"167838"	"TXLNB"	"440184"	"LINC00238"
"167838"	"TXLNB"	"541468"	"LURAP1"
"168417"	"ZNF679"	"386680"	"KRTAP10-5"
"168417"	"ZNF679"	"386682"	"KRTAP10-3"
"169841"	"ZNF169"	"386675"	"KRTAP10-7"
"170082"	"TCEANC"	"171483"	"FAM9B"
"170082"	"TCEANC"	"220082"	"SPERT"
"170082"	"TCEANC"	"283229"	"CRACR2B"
"170082"	"TCEANC"	"386675"	"KRTAP10-7"
"170954"	"PPP1R18"	"171483"	"FAM9B"
"170954"	"PPP1R18"	"220082"	"SPERT"
"170954"	"PPP1R18"	"284001"	"CCDC57"
"171483"	"FAM9B"	"171483"	"FAM9B"
"171483"	"FAM9B"	"222894"	"FERD3L"
"171483"	"FAM9B"	"282991"	"BLOC1S2"
"171483"	"FAM9B"	"285753"	"CEP57L1"
"171483"	"FAM9B"	"373156"	"GSTK1"
"171483"	"FAM9B"	"439935"	"MGC24125"
"196051"	"PPAPDC1A"	"196051"	"PPAPDC1A"
"196441"	"ZFC3H1"	"202559"	"KHDRBS2"
"196441"	"ZFC3H1"	"284001"	"CCDC57"
"196472"	"FAM71C"	"388677"	"NOTCH2NL"
"196477"	"CCER1"	"386682"	"KRTAP10-3"
"196477"	"CCER1"	"388677"	"NOTCH2NL"
"197320"	"ZNF778"	"386675"	"KRTAP10-7"
"199221"	"DZIP1L"	"220082"	"SPERT"
"199834"	"LCE4A"	"353323"	"KRTAP12-2"
"199834"	"LCE4A"	"386675"	"KRTAP10-7"
"199834"	"LCE4A"	"386676"	"KRTAP10-9"
"199834"	"LCE4A"	"386680"	"KRTAP10-5"
"199834"	"LCE4A"	"386681"	"KRTAP10-8"
"200081"	"TXLNA"	"200081"	"TXLNA"
"200081"	"TXLNA"	"220082"	"SPERT"
"200081"	"TXLNA"	"285753"	"CEP57L1"
"200081"	"TXLNA"	"286053"	"NSMCE2"
"200261"	"LINC00656"	"386681"	"KRTAP10-8"
"200261"	"LINC00656"	"388677"	"NOTCH2NL"
"200845"	"KCTD6"	"200845"	"KCTD6"
"200845"	"KCTD6"	"390535"	"GOLGA8EP"
"200845"	"KCTD6"	"440321"	"FLJ32679"
"202559"	"KHDRBS2"	"202559"	"KHDRBS2"
"202559"	"KHDRBS2"	"255167"	"LINC01018"
"202559"	"KHDRBS2"	"494514"	"TYMSOS"
"203054"	"ADCK5"	"388677"	"NOTCH2NL"
"203068"	"TUBB"	"266740"	"MAGEA2B"
"219854"	"TMEM218"	"388633"	"LDLRAD1"
"220082"	"SPERT"	"283685"	"GOLGA6L2"
"220082"	"SPERT"	"285093"	"RTP5"
"220082"	"SPERT"	"285753"	"CEP57L1"
"220082"	"SPERT"	"287015"	"TRIM42"
"220082"	"SPERT"	"326625"	"MMAB"
"220108"	"FAM124A"	"246329"	"STAC3"
"220108"	"FAM124A"	"283899"	"INO80E"
"220108"	"FAM124A"	"339834"	"CCDC36"
"220965"	"FAM13C"	"220965"	"FAM13C"
"220965"	"FAM13C"	"374355"	"CCDC172"
"221472"	"FGD2"	"100288797"	"TMEM239"
"221504"	"ZBTB9"	"353323"	"KRTAP12-2"
"221504"	"ZBTB9"	"386675"	"KRTAP10-7"
"221504"	"ZBTB9"	"386676"	"KRTAP10-9"
"221504"	"ZBTB9"	"386682"	"KRTAP10-3"
"221786"	"FAM200A"	"221786"	"FAM200A"
"221786"	"FAM200A"	"391257"	"SUMO1P1"
"222255"	"ATXN7L1"	"386676"	"KRTAP10-9"
"222389"	"BEND7"	"222389"	"BEND7"
"222389"	"BEND7"	"286499"	"FAM133A"
"222484"	"LNX2"	"222484"	"LNX2"
"246329"	"STAC3"	"246329"	"STAC3"
"246329"	"STAC3"	"285672"	"SREK1IP1"
"246329"	"STAC3"	"286499"	"FAM133A"
"253461"	"ZBTB38"	"386675"	"KRTAP10-7"
"253461"	"ZBTB38"	"386676"	"KRTAP10-9"
"253980"	"KCTD13"	"253980"	"KCTD13"
"254187"	"TSGA10IP"	"284001"	"CCDC57"
"255877"	"BCL6B"	"386675"	"KRTAP10-7"
"255877"	"BCL6B"	"386676"	"KRTAP10-9"
"255877"	"BCL6B"	"386677"	"KRTAP10-1"
"255877"	"BCL6B"	"386680"	"KRTAP10-5"
"255877"	"BCL6B"	"386682"	"KRTAP10-3"
"255877"	"BCL6B"	"388677"	"NOTCH2NL"
"256130"	"TMEM196"	"256130"	"TMEM196"
"256281"	"NUDT14"	"256281"	"NUDT14"
"256646"	"NUTM1"	"283208"	"P4HA3"
"256646"	"NUTM1"	"284058"	"KANSL1"
"256646"	"NUTM1"	"431707"	"LHX8"
"257397"	"TAB3"	"285753"	"CEP57L1"
"266740"	"MAGEA2B"	"283208"	"P4HA3"
"266740"	"MAGEA2B"	"285753"	"CEP57L1"
"266740"	"MAGEA2B"	"339416"	"ANKRD45"
"280664"	"WFDC10B"	"386682"	"KRTAP10-3"
"283208"	"P4HA3"	"284403"	"WDR62"
"283518"	"KCNRG"	"283518"	"KCNRG"
"283551"	"C14orf182"	"386682"	"KRTAP10-3"
"283576"	"ZDHHC22"	"286827"	"TRIM59"
"284001"	"CCDC57"	"284001"	"CCDC57"
"284001"	"CCDC57"	"285753"	"CEP57L1"
"284252"	"KCTD1"	"284252"	"KCTD1"
"284297"	"SSC5D"	"645455"	"CEP170P1"
"284390"	"ZNF763"	"386682"	"KRTAP10-3"
"284391"	"ZNF844"	"386676"	"KRTAP10-9"
"284418"	"FAM71E2"	"386682"	"KRTAP10-3"
"284418"	"FAM71E2"	"388677"	"NOTCH2NL"
"284904"	"SEC14L4"	"388324"	"INCA1"
"285205"	"LINC00636"	"386682"	"KRTAP10-3"
"285367"	"RPUSD3"	"386675"	"KRTAP10-7"
"285367"	"RPUSD3"	"386682"	"KRTAP10-3"
"285533"	"RNF175"	"386675"	"KRTAP10-7"
"285533"	"RNF175"	"386682"	"KRTAP10-3"
"285672"	"SREK1IP1"	"441212"	"RP9P"
"285679"	"C5orf60"	"386676"	"KRTAP10-9"
"285679"	"C5orf60"	"388677"	"NOTCH2NL"
"285753"	"CEP57L1"	"285753"	"CEP57L1"
"285753"	"CEP57L1"	"374659"	"HDDC3"
"286075"	"ZNF707"	"386675"	"KRTAP10-7"
"286075"	"ZNF707"	"386680"	"KRTAP10-5"
"287015"	"TRIM42"	"287015"	"TRIM42"
"287015"	"TRIM42"	"339834"	"CCDC36"
"287015"	"TRIM42"	"340359"	"KLHL38"
"287015"	"TRIM42"	"386675"	"KRTAP10-7"
"287015"	"TRIM42"	"386676"	"KRTAP10-9"
"287015"	"TRIM42"	"386682"	"KRTAP10-3"
"287015"	"TRIM42"	"388677"	"NOTCH2NL"
"287015"	"TRIM42"	"388818"	"KRTAP26-1"
"326343"	"MT1DP"	"386676"	"KRTAP10-9"
"326343"	"MT1DP"	"386680"	"KRTAP10-5"
"337880"	"KRTAP11-1"	"337880"	"KRTAP11-1"
"337960"	"KRTAP13-3"	"388677"	"NOTCH2NL"
"339366"	"ADAMTSL5"	"386682"	"KRTAP10-3"
"339366"	"ADAMTSL5"	"388677"	"NOTCH2NL"
"340359"	"KLHL38"	"386675"	"KRTAP10-7"
"340359"	"KLHL38"	"386676"	"KRTAP10-9"
"340359"	"KLHL38"	"386681"	"KRTAP10-8"
"340359"	"KLHL38"	"386682"	"KRTAP10-3"
"340359"	"KLHL38"	"388677"	"NOTCH2NL"
"340419"	"RSPO2"	"386672"	"KRTAP10-4"
"340419"	"RSPO2"	"386675"	"KRTAP10-7"
"340419"	"RSPO2"	"386676"	"KRTAP10-9"
"340419"	"RSPO2"	"386677"	"KRTAP10-1"
"340542"	"BEX5"	"340542"	"BEX5"
"340542"	"BEX5"	"100132565"	"GOLGA8F"
"342945"	"ZSCAN22"	"342945"	"ZSCAN22"
"348174"	"CLEC18A"	"388677"	"NOTCH2NL"
"353132"	"LCE1B"	"386675"	"KRTAP10-7"
"353132"	"LCE1B"	"386676"	"KRTAP10-9"
"353132"	"LCE1B"	"386677"	"KRTAP10-1"
"353132"	"LCE1B"	"386680"	"KRTAP10-5"
"353132"	"LCE1B"	"386681"	"KRTAP10-8"
"353132"	"LCE1B"	"386682"	"KRTAP10-3"
"353132"	"LCE1B"	"388677"	"NOTCH2NL"
"353139"	"LCE2A"	"386675"	"KRTAP10-7"
"353139"	"LCE2A"	"386676"	"KRTAP10-9"
"353139"	"LCE2A"	"386680"	"KRTAP10-5"
"353139"	"LCE2A"	"386681"	"KRTAP10-8"
"353139"	"LCE2A"	"386682"	"KRTAP10-3"
"353139"	"LCE2A"	"391257"	"SUMO1P1"
"353141"	"LCE2D"	"353141"	"LCE2D"
"353141"	"LCE2D"	"386676"	"KRTAP10-9"
"353141"	"LCE2D"	"386680"	"KRTAP10-5"
"353141"	"LCE2D"	"386681"	"KRTAP10-8"
"353141"	"LCE2D"	"388677"	"NOTCH2NL"
"353141"	"LCE2D"	"391257"	"SUMO1P1"
"353144"	"LCE3C"	"386676"	"KRTAP10-9"
"353144"	"LCE3C"	"386680"	"KRTAP10-5"
"353144"	"LCE3C"	"386681"	"KRTAP10-8"
"353144"	"LCE3C"	"386682"	"KRTAP10-3"
"353144"	"LCE3C"	"388677"	"NOTCH2NL"
"353145"	"LCE3E"	"386675"	"KRTAP10-7"
"353145"	"LCE3E"	"386676"	"KRTAP10-9"
"353145"	"LCE3E"	"386677"	"KRTAP10-1"
"353145"	"LCE3E"	"386680"	"KRTAP10-5"
"353145"	"LCE3E"	"386681"	"KRTAP10-8"
"353145"	"LCE3E"	"386682"	"KRTAP10-3"
"353145"	"LCE3E"	"388677"	"NOTCH2NL"
"353323"	"KRTAP12-2"	"353323"	"KRTAP12-2"
"353323"	"KRTAP12-2"	"386680"	"KRTAP10-5"
"353323"	"KRTAP12-2"	"386681"	"KRTAP10-8"
"353323"	"KRTAP12-2"	"388387"	"LINC00671"
"353323"	"KRTAP12-2"	"388677"	"NOTCH2NL"
"353323"	"KRTAP12-2"	"388818"	"KRTAP26-1"
"353323"	"KRTAP12-2"	"100131997"	"FAM27E3"
"353332"	"KRTAP12-1"	"386675"	"KRTAP10-7"
"353332"	"KRTAP12-1"	"386676"	"KRTAP10-9"
"353332"	"KRTAP12-1"	"386677"	"KRTAP10-1"
"353332"	"KRTAP12-1"	"386680"	"KRTAP10-5"
"353332"	"KRTAP12-1"	"386681"	"KRTAP10-8"
"353332"	"KRTAP12-1"	"386682"	"KRTAP10-3"
"373156"	"GSTK1"	"373156"	"GSTK1"
"374355"	"CCDC172"	"374659"	"HDDC3"
"374403"	"TBC1D10C"	"388677"	"NOTCH2NL"
"374659"	"HDDC3"	"390535"	"GOLGA8EP"
"374659"	"HDDC3"	"100132565"	"GOLGA8F"
"374879"	"ZNF699"	"386676"	"KRTAP10-9"
"374879"	"ZNF699"	"386682"	"KRTAP10-3"
"375307"	"CATIP"	"375307"	"CATIP"
"375307"	"CATIP"	"386675"	"KRTAP10-7"
"375307"	"CATIP"	"386676"	"KRTAP10-9"
"375307"	"CATIP"	"386682"	"KRTAP10-3"
"386618"	"KCTD4"	"386618"	"KCTD4"
"386675"	"KRTAP10-7"	"386675"	"KRTAP10-7"
